date,place,type,
1-Jan-26,"Stevenson Ranch, CA",car,
8-Feb-26,"Katy, TX",car,
14-Mar-26,"New Orleans, LA",car,
15-Mar-26,"Katy, TX",car,
28-Mar-26,"san antonio, tx",car,
29-Mar-26,"katy, tx",car,
17-Apr-26,"George Bush Intercontinental Airport, tx",flight
18-Apr-26,"Paris, FR",flight
18-Apr-26,"Lisbon, PT",flight
22-Apr-26,"Cascais, PT",car
9-May-26,"Cabo da Roca, PT",car
16-May-26,"Porto, PT",car
18-May-26,"Cascais, PT", car
23-May-26,"Lisbon, PT", car
